0.00.122.365 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.122.419 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.123.499 W srv  llama_server: -----------------
0.00.123.501 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.123.501 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.123.501 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.123.501 W srv  llama_server: -----------------
0.00.125.522 I srv    load_model: loading model '/Users/lgomezjuradogonzalez/Downloads/openai-hf/data/models/workflow_qwen3/qwen3-8b-Q4_K_M.gguf'
0.00.230.696 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.07.516.641 I cmn          init: llama threadpool init, n_threads = 6
0.08.989.900 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.09.000.305 I srv  llama_server: model loaded
0.09.000.314 I srv  llama_server: listening on http://127.0.0.1:18973
0.55.764.684 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
2.58.446.893 I slot print_timing: id  0 | task 95 |       total time =   14750.50 ms /   502 tokens
2.58.446.894 I slot print_timing: id  0 | task 95 |    graphs reused =         81
2.58.447.137 I slot      release: id  0 | task 95 | stop processing: n_tokens = 501, truncated = 0
2.58.452.851 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.145 (> 0.100 thold), f_keep = 0.124
2.58.481.785 I slot launch_slot_: id  0 | task 107 | processing task, is_child = 0
3.11.287.126 I slot print_timing: id  0 | task 107 | prompt eval time =   11821.60 ms /   428 tokens (   27.62 ms per token,    36.20 tokens per second)
3.11.287.129 I slot print_timing: id  0 | task 107 |        eval time =     983.18 ms /    11 tokens (   98.32 ms per token,    10.17 tokens per second)
3.11.287.130 I slot print_timing: id  0 | task 107 |       total time =   12804.78 ms /   439 tokens
3.11.287.130 I slot print_timing: id  0 | task 107 |    graphs reused =         90
3.11.287.381 I slot      release: id  0 | task 107 | stop processing: n_tokens = 438, truncated = 0
3.11.293.126 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.723 (> 0.100 thold), f_keep = 0.806
3.11.293.160 I slot launch_slot_: id  0 | task 119 | processing task, is_child = 0
3.27.064.570 I slot print_timing: id  0 | task 119 | prompt eval time =   14392.31 ms /   488 tokens (   29.49 ms per token,    33.91 tokens per second)
3.27.064.573 I slot print_timing: id  0 | task 119 |        eval time =    1378.64 ms /    11 tokens (  137.86 ms per token,     7.25 tokens per second)
3.27.064.573 I slot print_timing: id  0 | task 119 |       total time =   15770.95 ms /   499 tokens
3.27.064.574 I slot print_timing: id  0 | task 119 |    graphs reused =         99
3.27.064.802 I slot      release: id  0 | task 119 | stop processing: n_tokens = 498, truncated = 0
3.27.074.582 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.144 (> 0.100 thold), f_keep = 0.124
3.27.105.708 I slot launch_slot_: id  0 | task 131 | processing task, is_child = 0
3.40.742.032 I slot print_timing: id  0 | task 131 | prompt eval time =   12735.97 ms /   431 tokens (   29.55 ms per token,    33.84 tokens per second)
3.40.742.035 I slot print_timing: id  0 | task 131 |        eval time =     899.91 ms /    11 tokens (   89.99 ms per token,    11.11 tokens per second)
3.40.742.036 I slot print_timing: id  0 | task 131 |       total time =   13635.89 ms /   442 tokens
3.40.742.036 I slot print_timing: id  0 | task 131 |    graphs reused =        108
3.40.742.292 I slot      release: id  0 | task 131 | stop processing: n_tokens = 441, truncated = 0
3.40.754.138 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.212 (> 0.100 thold), f_keep = 0.229
3.40.794.281 I slot launch_slot_: id  0 | task 143 | processing task, is_child = 0
3.55.324.169 I slot print_timing: id  0 | task 143 | prompt eval time =   13447.87 ms /   477 tokens (   28.19 ms per token,    35.47 tokens per second)
3.55.324.173 I slot print_timing: id  0 | task 143 |        eval time =    1081.54 ms /    10 tokens (  120.17 ms per token,     8.32 tokens per second)
3.55.324.173 I slot print_timing: id  0 | task 143 |       total time =   14529.41 ms /   487 tokens
3.55.324.174 I slot print_timing: id  0 | task 143 |    graphs reused =        116
3.55.324.432 I slot      release: id  0 | task 143 | stop processing: n_tokens = 486, truncated = 0
3.55.334.134 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.127 (> 0.100 thold), f_keep = 0.128
3.55.372.575 I slot launch_slot_: id  0 | task 154 | processing task, is_child = 0
4.10.178.336 I slot print_timing: id  0 | task 154 | prompt eval time =   13858.28 ms /   488 tokens (   28.40 ms per token,    35.21 tokens per second)
4.10.178.340 I slot print_timing: id  0 | task 154 |        eval time =     947.02 ms /    11 tokens (   94.70 ms per token,    10.56 tokens per second)
4.10.178.341 I slot print_timing: id  0 | task 154 |       total time =   14805.31 ms /   499 tokens
4.10.178.341 I slot print_timing: id  0 | task 154 |    graphs reused =        125
4.10.178.612 I slot      release: id  0 | task 154 | stop processing: n_tokens = 498, truncated = 0
4.10.188.304 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.144 (> 0.100 thold), f_keep = 0.124
4.10.224.861 I slot launch_slot_: id  0 | task 166 | processing task, is_child = 0
4.23.169.999 I slot print_timing: id  0 | task 166 | prompt eval time =   12320.26 ms /   431 tokens (   28.59 ms per token,    34.98 tokens per second)
4.23.170.001 I slot print_timing: id  0 | task 166 |        eval time =     624.38 ms /    11 tokens (   62.44 ms per token,    16.02 tokens per second)
4.23.170.002 I slot print_timing: id  0 | task 166 |       total time =   12944.65 ms /   442 tokens
4.23.170.002 I slot print_timing: id  0 | task 166 |    graphs reused =        134
4.23.170.219 I slot      release: id  0 | task 166 | stop processing: n_tokens = 441, truncated = 0
4.23.175.594 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.725 (> 0.100 thold), f_keep = 0.807
4.23.175.624 I slot launch_slot_: id  0 | task 178 | processing task, is_child = 0
4.38.225.280 I slot print_timing: id  0 | task 178 | prompt eval time =   14180.13 ms /   491 tokens (   28.88 ms per token,    34.63 tokens per second)
4.38.225.283 I slot print_timing: id  0 | task 178 |        eval time =     869.04 ms /    11 tokens (   86.90 ms per token,    11.51 tokens per second)
4.38.225.283 I slot print_timing: id  0 | task 178 |       total time =   15049.16 ms /   502 tokens
4.38.225.284 I slot print_timing: id  0 | task 178 |    graphs reused =        143
4.38.225.535 I slot      release: id  0 | task 178 | stop processing: n_tokens = 501, truncated = 0
4.38.230.873 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.826 (> 0.100 thold), f_keep = 0.711
4.38.230.907 I slot launch_slot_: id  0 | task 190 | processing task, is_child = 0
4.51.263.685 I slot print_timing: id  0 | task 190 | prompt eval time =   12083.59 ms /   431 tokens (   28.04 ms per token,    35.67 tokens per second)
4.51.263.688 I slot print_timing: id  0 | task 190 |        eval time =     948.63 ms /    11 tokens (   94.86 ms per token,    10.54 tokens per second)
4.51.263.689 I slot print_timing: id  0 | task 190 |       total time =   13032.22 ms /   442 tokens
4.51.263.689 I slot print_timing: id  0 | task 190 |    graphs reused =        152
4.51.263.963 I slot      release: id  0 | task 190 | stop processing: n_tokens = 441, truncated = 0
4.51.270.340 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.725 (> 0.100 thold), f_keep = 0.807
4.51.270.374 I slot launch_slot_: id  0 | task 202 | processing task, is_child = 0
5.05.686.124 I slot print_timing: id  0 | task 202 | prompt eval time =   13617.89 ms /   491 tokens (   27.73 ms per token,    36.06 tokens per second)
5.05.686.127 I slot print_timing: id  0 | task 202 |        eval time =     797.39 ms /    11 tokens (   79.74 ms per token,    12.54 tokens per second)
5.05.686.127 I slot print_timing: id  0 | task 202 |       total time =   14415.27 ms /   502 tokens
5.05.686.128 I slot print_timing: id  0 | task 202 |    graphs reused =        161
5.05.686.389 I slot      release: id  0 | task 202 | stop processing: n_tokens = 501, truncated = 0
5.05.702.007 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.127 (> 0.100 thold), f_keep = 0.124
5.05.734.635 I slot launch_slot_: id  0 | task 214 | processing task, is_child = 0
5.20.513.669 I slot print_timing: id  0 | task 214 | prompt eval time =   13749.32 ms /   488 tokens (   28.17 ms per token,    35.49 tokens per second)
5.20.513.679 I slot print_timing: id  0 | task 214 |        eval time =    1029.05 ms /    11 tokens (  102.90 ms per token,     9.72 tokens per second)
5.20.513.680 I slot print_timing: id  0 | task 214 |       total time =   14778.37 ms /   499 tokens
5.20.513.680 I slot print_timing: id  0 | task 214 |    graphs reused =        170
5.20.514.006 I slot      release: id  0 | task 214 | stop processing: n_tokens = 498, truncated = 0
5.20.521.873 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.752 (> 0.100 thold), f_keep = 0.737
5.20.521.906 I slot launch_slot_: id  0 | task 226 | processing task, is_child = 0
5.35.546.116 I slot print_timing: id  0 | task 226 | prompt eval time =   14070.92 ms /   488 tokens (   28.83 ms per token,    34.68 tokens per second)
5.35.546.119 I slot print_timing: id  0 | task 226 |        eval time =     952.78 ms /    11 tokens (   95.28 ms per token,    10.50 tokens per second)
5.35.546.120 I slot print_timing: id  0 | task 226 |       total time =   15023.71 ms /   499 tokens
5.35.546.120 I slot print_timing: id  0 | task 226 |    graphs reused =        179
5.35.546.370 I slot      release: id  0 | task 226 | stop processing: n_tokens = 498, truncated = 0
5.35.564.626 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.126 (> 0.100 thold), f_keep = 0.124
5.35.657.358 I slot launch_slot_: id  0 | task 238 | processing task, is_child = 0
5.50.210.488 I slot print_timing: id  0 | task 238 | prompt eval time =   13759.23 ms /   491 tokens (   28.02 ms per token,    35.69 tokens per second)
5.50.210.491 I slot print_timing: id  0 | task 238 |        eval time =     793.43 ms /    11 tokens (   79.34 ms per token,    12.60 tokens per second)
5.50.210.491 I slot print_timing: id  0 | task 238 |       total time =   14552.66 ms /   502 tokens
5.50.210.491 I slot print_timing: id  0 | task 238 |    graphs reused =        188
5.50.210.791 I slot      release: id  0 | task 238 | stop processing: n_tokens = 501, truncated = 0
5.50.216.156 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.826 (> 0.100 thold), f_keep = 0.711
5.50.216.185 I slot launch_slot_: id  0 | task 250 | processing task, is_child = 0
6.03.582.111 I slot print_timing: id  0 | task 250 | prompt eval time =   12164.81 ms /   431 tokens (   28.22 ms per token,    35.43 tokens per second)
6.03.582.115 I slot print_timing: id  0 | task 250 |        eval time =    1200.68 ms /    11 tokens (  120.07 ms per token,     8.33 tokens per second)
6.03.582.115 I slot print_timing: id  0 | task 250 |       total time =   13365.49 ms /   442 tokens
6.03.582.116 I slot print_timing: id  0 | task 250 |    graphs reused =        197
6.03.582.341 I slot      release: id  0 | task 250 | stop processing: n_tokens = 441, truncated = 0
6.03.592.211 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.212 (> 0.100 thold), f_keep = 0.229
6.03.642.575 I slot launch_slot_: id  0 | task 262 | processing task, is_child = 0
6.17.700.326 I slot print_timing: id  0 | task 262 | prompt eval time =   13476.65 ms /   477 tokens (   28.25 ms per token,    35.39 tokens per second)
6.17.700.329 I slot print_timing: id  0 | task 262 |        eval time =     580.63 ms /    10 tokens (   64.51 ms per token,    15.50 tokens per second)
6.17.700.330 I slot print_timing: id  0 | task 262 |       total time =   14057.27 ms /   487 tokens
6.17.700.330 I slot print_timing: id  0 | task 262 |    graphs reused =        205
6.17.700.593 I slot      release: id  0 | task 262 | stop processing: n_tokens = 486, truncated = 0
6.17.721.298 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.145 (> 0.100 thold), f_keep = 0.128
6.17.757.739 I slot launch_slot_: id  0 | task 273 | processing task, is_child = 0
6.29.739.037 I slot print_timing: id  0 | task 273 | prompt eval time =   11517.61 ms /   428 tokens (   26.91 ms per token,    37.16 tokens per second)
6.29.739.041 I slot print_timing: id  0 | task 273 |        eval time =     463.22 ms /    11 tokens (   46.32 ms per token,    21.59 tokens per second)
6.29.739.041 I slot print_timing: id  0 | task 273 |       total time =   11980.82 ms /   439 tokens
6.29.739.042 I slot print_timing: id  0 | task 273 |    graphs reused =        214
6.29.739.158 I slot      release: id  0 | task 273 | stop processing: n_tokens = 438, truncated = 0
6.29.742.955 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.126 (> 0.100 thold), f_keep = 0.142
6.29.759.300 I slot launch_slot_: id  0 | task 285 | processing task, is_child = 0
6.33.808.788 I slot print_timing: id  0 | task 285 | prompt eval time =    4049.47 ms /   135 tokens (   30.00 ms per token,    33.34 tokens per second)
6.33.808.791 I slot print_timing: id  0 | task 285 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
6.33.808.792 I slot print_timing: id  0 | task 285 |       total time =    4049.47 ms /   136 tokens
6.33.808.792 I slot print_timing: id  0 | task 285 |    graphs reused =        214
6.33.808.946 I slot      release: id  0 | task 285 | stop processing: n_tokens = 491, truncated = 0
6.33.810.812 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
6.33.810.844 I slot launch_slot_: id  0 | task 287 | processing task, is_child = 0
6.33.810.868 W slot   operator(): id  0 | task 287 | need to evaluate at least 1 token for each active slot (n_past = 491, task.n_tokens() = 491)
6.33.810.868 W slot   operator(): id  0 | task 287 | n_past was set to 490
6.34.520.772 I slot print_timing: id  0 | task 287 | prompt eval time =     145.82 ms /     1 tokens (  145.82 ms per token,     6.86 tokens per second)
6.34.520.776 I slot print_timing: id  0 | task 287 |        eval time =     563.66 ms /    11 tokens (   56.37 ms per token,    17.74 tokens per second)
6.34.520.776 I slot print_timing: id  0 | task 287 |       total time =     709.48 ms /    12 tokens
6.34.520.777 I slot print_timing: id  0 | task 287 |    graphs reused =        224
6.34.520.805 I slot      release: id  0 | task 287 | stop processing: n_tokens = 501, truncated = 0
6.34.522.990 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 0.966
6.34.523.021 I slot launch_slot_: id  0 | task 299 | processing task, is_child = 0
6.34.660.027 I slot print_timing: id  0 | task 299 | prompt eval time =     137.00 ms /     3 tokens (   45.66 ms per token,    21.90 tokens per second)
6.34.660.030 I slot print_timing: id  0 | task 299 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
6.34.660.031 I slot print_timing: id  0 | task 299 |       total time =     137.00 ms /     4 tokens
6.34.660.031 I slot print_timing: id  0 | task 299 |    graphs reused =        224
6.34.660.056 I slot      release: id  0 | task 299 | stop processing: n_tokens = 487, truncated = 0
6.34.661.775 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.994
6.34.661.805 I slot launch_slot_: id  0 | task 301 | processing task, is_child = 0
6.35.342.362 I slot print_timing: id  0 | task 301 | prompt eval time =     238.59 ms /     7 tokens (   34.08 ms per token,    29.34 tokens per second)
6.35.342.365 I slot print_timing: id  0 | task 301 |        eval time =     441.54 ms /    11 tokens (   44.15 ms per token,    22.65 tokens per second)
6.35.342.365 I slot print_timing: id  0 | task 301 |       total time =     680.13 ms /    18 tokens
6.35.342.365 I slot print_timing: id  0 | task 301 |    graphs reused =        233
6.35.342.394 I slot      release: id  0 | task 301 | stop processing: n_tokens = 501, truncated = 0
6.35.345.733 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 0.934
6.35.345.764 I slot launch_slot_: id  0 | task 313 | processing task, is_child = 0
6.35.399.908 I slot print_timing: id  0 | task 313 | prompt eval time =      54.14 ms /     1 tokens (   54.14 ms per token,    18.47 tokens per second)
6.35.399.913 I slot print_timing: id  0 | task 313 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
6.35.399.913 I slot print_timing: id  0 | task 313 |       total time =      54.14 ms /     2 tokens
6.35.399.913 I slot print_timing: id  0 | task 313 |    graphs reused =        234
6.35.399.938 I slot      release: id  0 | task 313 | stop processing: n_tokens = 469, truncated = 0
6.35.401.676 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.953 (> 0.100 thold), f_keep = 0.998
6.35.401.750 I slot launch_slot_: id  0 | task 315 | processing task, is_child = 0
6.36.535.465 I slot print_timing: id  0 | task 315 | prompt eval time =     690.85 ms /    23 tokens (   30.04 ms per token,    33.29 tokens per second)
6.36.535.470 I slot print_timing: id  0 | task 315 |        eval time =     442.44 ms /    11 tokens (   44.24 ms per token,    22.60 tokens per second)
6.36.535.470 I slot print_timing: id  0 | task 315 |       total time =    1133.29 ms /    34 tokens
6.36.535.471 I slot print_timing: id  0 | task 315 |    graphs reused =        243
6.36.535.565 I slot      release: id  0 | task 315 | stop processing: n_tokens = 501, truncated = 0
6.36.538.366 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 0.848
6.36.538.396 I slot launch_slot_: id  0 | task 327 | processing task, is_child = 0
6.36.589.707 I slot print_timing: id  0 | task 327 | prompt eval time =      51.30 ms /     1 tokens (   51.30 ms per token,    19.49 tokens per second)
6.36.589.710 I slot print_timing: id  0 | task 327 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
6.36.589.711 I slot print_timing: id  0 | task 327 |       total time =      51.30 ms /     2 tokens
6.36.589.711 I slot print_timing: id  0 | task 327 |    graphs reused =        244
6.36.589.731 I slot      release: id  0 | task 327 | stop processing: n_tokens = 426, truncated = 0
6.36.591.433 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.866 (> 0.100 thold), f_keep = 0.998
6.36.591.462 I slot launch_slot_: id  0 | task 329 | processing task, is_child = 0
6.39.249.398 I slot print_timing: id  0 | task 329 | prompt eval time =    2176.96 ms /    66 tokens (   32.98 ms per token,    30.32 tokens per second)
6.39.249.401 I slot print_timing: id  0 | task 329 |        eval time =     480.56 ms /    11 tokens (   48.06 ms per token,    20.81 tokens per second)
6.39.249.402 I slot print_timing: id  0 | task 329 |       total time =    2657.52 ms /    77 tokens
6.39.249.402 I slot print_timing: id  0 | task 329 |    graphs reused =        253
6.39.249.451 I slot      release: id  0 | task 329 | stop processing: n_tokens = 501, truncated = 0
6.39.251.979 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.826 (> 0.100 thold), f_keep = 0.711
6.39.252.007 I slot launch_slot_: id  0 | task 341 | processing task, is_child = 0
6.41.623.356 I slot print_timing: id  0 | task 341 | prompt eval time =    2371.34 ms /    75 tokens (   31.62 ms per token,    31.63 tokens per second)
6.41.623.360 I slot print_timing: id  0 | task 341 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
6.41.623.360 I slot print_timing: id  0 | task 341 |       total time =    2371.34 ms /    76 tokens
6.41.623.360 I slot print_timing: id  0 | task 341 |    graphs reused =        253
6.41.623.387 I slot      release: id  0 | task 341 | stop processing: n_tokens = 431, truncated = 0
6.41.625.093 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
6.41.625.119 I slot launch_slot_: id  0 | task 343 | processing task, is_child = 0
6.41.625.123 W slot   operator(): id  0 | task 343 | need to evaluate at least 1 token for each active slot (n_past = 431, task.n_tokens() = 431)
6.41.625.123 W slot   operator(): id  0 | task 343 | n_past was set to 430
6.42.265.596 I slot print_timing: id  0 | task 343 | prompt eval time =     135.90 ms /     1 tokens (  135.90 ms per token,     7.36 tokens per second)
6.42.265.600 I slot print_timing: id  0 | task 343 |        eval time =     504.10 ms /    11 tokens (   50.41 ms per token,    19.84 tokens per second)
6.42.265.600 I slot print_timing: id  0 | task 343 |       total time =     640.00 ms /    12 tokens
