0.00.075.096 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.075.251 W srv  llama_server: -----------------
0.00.075.253 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.075.253 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.075.254 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.075.254 W srv  llama_server: -----------------
0.00.076.618 I srv    load_model: loading model '/Users/lauragomez/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct-GGUF/snapshots/bb5d59e06d9551d752d08b292a50eb208b07ab1f/qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf'
0.00.142.562 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.02.621.345 I cmn          init: llama threadpool init, n_threads = 6
0.04.087.148 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 6144, kv_unified = 'false'
0.04.089.923 I srv  llama_server: model loaded
0.04.089.931 I srv  llama_server: listening on http://127.0.0.1:18973
0.14.768.808 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.59.405.173 I slot print_timing: id  0 | task 13 |       total time =   18059.10 ms /   671 tokens
0.59.405.173 I slot print_timing: id  0 | task 13 |    graphs reused =         21
0.59.405.254 I slot      release: id  0 | task 13 | stop processing: n_tokens = 794, truncated = 0
0.59.413.726 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.116 (> 0.100 thold), f_keep = 0.155
0.59.419.754 I slot launch_slot_: id  0 | task 26 | processing task, is_child = 0
1.25.475.522 I slot print_timing: id  0 | task 26 | prompt eval time =   25181.95 ms /   936 tokens (   26.90 ms per token,    37.17 tokens per second)
1.25.475.526 I slot print_timing: id  0 | task 26 |        eval time =     873.76 ms /    18 tokens (   51.40 ms per token,    19.46 tokens per second)
1.25.475.526 I slot print_timing: id  0 | task 26 |       total time =   26055.72 ms /   954 tokens
1.25.475.526 I slot print_timing: id  0 | task 26 |    graphs reused =         37
1.25.475.978 I slot      release: id  0 | task 26 | stop processing: n_tokens = 1076, truncated = 0
1.25.485.124 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.952 (> 0.100 thold), f_keep = 1.000
1.25.485.186 I slot launch_slot_: id  0 | task 45 | processing task, is_child = 0
1.27.594.693 I slot print_timing: id  0 | task 45 | prompt eval time =    1542.97 ms /    54 tokens (   28.57 ms per token,    35.00 tokens per second)
1.27.594.697 I slot print_timing: id  0 | task 45 |        eval time =     566.53 ms /    12 tokens (   51.50 ms per token,    19.42 tokens per second)
1.27.594.697 I slot print_timing: id  0 | task 45 |       total time =    2109.50 ms /    66 tokens
1.27.594.698 I slot print_timing: id  0 | task 45 |    graphs reused =         47
1.27.594.755 I slot      release: id  0 | task 45 | stop processing: n_tokens = 1141, truncated = 0
1.27.603.508 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.593 (> 0.100 thold), f_keep = 0.579
1.27.603.564 I slot launch_slot_: id  0 | task 58 | processing task, is_child = 0
1.41.310.535 I slot print_timing: id  0 | task 58 | prompt eval time =   13146.27 ms /   454 tokens (   28.96 ms per token,    34.53 tokens per second)
1.41.310.539 I slot print_timing: id  0 | task 58 |        eval time =     560.69 ms /    12 tokens (   50.97 ms per token,    19.62 tokens per second)
1.41.310.539 I slot print_timing: id  0 | task 58 |       total time =   13706.96 ms /   466 tokens
1.41.310.539 I slot print_timing: id  0 | task 58 |    graphs reused =         57
1.41.310.620 I slot      release: id  0 | task 58 | stop processing: n_tokens = 1126, truncated = 0
1.41.318.701 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.634 (> 0.100 thold), f_keep = 0.587
1.41.318.762 I slot launch_slot_: id  0 | task 71 | processing task, is_child = 0
1.52.620.029 I slot print_timing: id  0 | task 71 | prompt eval time =   10729.05 ms /   382 tokens (   28.09 ms per token,    35.60 tokens per second)
1.52.620.032 I slot print_timing: id  0 | task 71 |        eval time =     572.21 ms /    12 tokens (   52.02 ms per token,    19.22 tokens per second)
1.52.620.033 I slot print_timing: id  0 | task 71 |       total time =   11301.26 ms /   394 tokens
1.52.620.033 I slot print_timing: id  0 | task 71 |    graphs reused =         67
1.52.620.075 I slot      release: id  0 | task 71 | stop processing: n_tokens = 1054, truncated = 0
1.52.625.784 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.134 (> 0.100 thold), f_keep = 0.117
1.52.645.518 I slot launch_slot_: id  0 | task 84 | processing task, is_child = 0
2.01.358.933 I slot print_timing: id  0 | task 84 | prompt eval time =    8154.94 ms /   269 tokens (   30.32 ms per token,    32.99 tokens per second)
2.01.358.937 I slot print_timing: id  0 | task 84 |        eval time =     558.42 ms /    12 tokens (   50.77 ms per token,    19.70 tokens per second)
2.01.358.937 I slot print_timing: id  0 | task 84 |       total time =    8713.36 ms /   281 tokens
2.01.358.937 I slot print_timing: id  0 | task 84 |    graphs reused =         77
2.01.359.452 I slot      release: id  0 | task 84 | stop processing: n_tokens = 926, truncated = 0
2.01.376.303 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.125 (> 0.100 thold), f_keep = 0.133
2.01.385.384 I slot launch_slot_: id  0 | task 97 | processing task, is_child = 0
2.25.263.298 I slot print_timing: id  0 | task 97 | prompt eval time =   23315.41 ms /   863 tokens (   27.02 ms per token,    37.01 tokens per second)
2.25.263.301 I slot print_timing: id  0 | task 97 |        eval time =     562.49 ms /    12 tokens (   51.14 ms per token,    19.56 tokens per second)
2.25.263.301 I slot print_timing: id  0 | task 97 |       total time =   23877.90 ms /   875 tokens
2.25.263.302 I slot print_timing: id  0 | task 97 |    graphs reused =         87
2.25.263.427 I slot      release: id  0 | task 97 | stop processing: n_tokens = 997, truncated = 0
2.25.271.758 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.109 (> 0.100 thold), f_keep = 0.123
2.25.325.925 I slot launch_slot_: id  0 | task 110 | processing task, is_child = 0
2.40.989.469 I slot print_timing: id  0 | task 110 | prompt eval time =   14774.43 ms /   512 tokens (   28.86 ms per token,    34.65 tokens per second)
2.40.989.473 I slot print_timing: id  0 | task 110 |        eval time =     889.06 ms /    18 tokens (   52.30 ms per token,    19.12 tokens per second)
2.40.989.473 I slot print_timing: id  0 | task 110 |       total time =   15663.49 ms /   530 tokens
2.40.989.473 I slot print_timing: id  0 | task 110 |    graphs reused =        103
2.40.989.942 I slot      release: id  0 | task 110 | stop processing: n_tokens = 1143, truncated = 0
2.41.002.612 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.955 (> 0.100 thold), f_keep = 1.000
2.41.002.685 I slot launch_slot_: id  0 | task 129 | processing task, is_child = 0
2.43.098.017 I slot print_timing: id  0 | task 129 | prompt eval time =    1524.03 ms /    54 tokens (   28.22 ms per token,    35.43 tokens per second)
2.43.098.040 I slot print_timing: id  0 | task 129 |        eval time =     571.29 ms /    12 tokens (   51.94 ms per token,    19.25 tokens per second)
2.43.098.043 I slot print_timing: id  0 | task 129 |       total time =    2095.32 ms /    66 tokens
2.43.098.043 I slot print_timing: id  0 | task 129 |    graphs reused =        113
2.43.098.103 I slot      release: id  0 | task 129 | stop processing: n_tokens = 1208, truncated = 0
2.43.106.195 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.119 (> 0.100 thold), f_keep = 0.102
2.43.134.970 I slot launch_slot_: id  0 | task 142 | processing task, is_child = 0
2.54.509.989 I slot print_timing: id  0 | task 142 | prompt eval time =   10504.06 ms /   368 tokens (   28.54 ms per token,    35.03 tokens per second)
2.54.509.992 I slot print_timing: id  0 | task 142 |        eval time =     870.92 ms /    12 tokens (   79.17 ms per token,    12.63 tokens per second)
2.54.509.992 I slot print_timing: id  0 | task 142 |       total time =   11374.97 ms /   380 tokens
2.54.509.993 I slot print_timing: id  0 | task 142 |    graphs reused =        123
2.54.510.079 I slot      release: id  0 | task 142 | stop processing: n_tokens = 1042, truncated = 0
2.54.519.177 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1539054008649
2.54.531.493 I slot launch_slot_: id  0 | task 155 | processing task, is_child = 0
3.14.825.099 I slot print_timing: id  0 | task 155 | prompt eval time =   19710.01 ms /   659 tokens (   29.91 ms per token,    33.43 tokens per second)
3.14.825.104 I slot print_timing: id  0 | task 155 |        eval time =     583.55 ms /    12 tokens (   53.05 ms per token,    18.85 tokens per second)
3.14.825.104 I slot print_timing: id  0 | task 155 |       total time =   20293.56 ms /   671 tokens
3.14.825.104 I slot print_timing: id  0 | task 155 |    graphs reused =        133
3.14.825.604 I slot      release: id  0 | task 155 | stop processing: n_tokens = 1266, truncated = 0
3.14.835.954 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.117 (> 0.100 thold), f_keep = 0.097
3.14.867.893 I slot launch_slot_: id  0 | task 168 | processing task, is_child = 0
3.16.342.251 I slot print_timing: id  0 | task 168 | prompt eval time =     643.16 ms /    22 tokens (   29.23 ms per token,    34.21 tokens per second)
3.16.342.256 I slot print_timing: id  0 | task 168 |        eval time =     831.18 ms /    17 tokens (   51.95 ms per token,    19.25 tokens per second)
3.16.342.257 I slot print_timing: id  0 | task 168 |       total time =    1474.34 ms /    39 tokens
3.16.342.257 I slot print_timing: id  0 | task 168 |    graphs reused =        148
3.16.342.344 I slot      release: id  0 | task 168 | stop processing: n_tokens = 1063, truncated = 0
3.16.348.255 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.952 (> 0.100 thold), f_keep = 1.000
3.16.348.311 I slot launch_slot_: id  0 | task 186 | processing task, is_child = 0
3.18.505.211 I slot print_timing: id  0 | task 186 | prompt eval time =    1564.50 ms /    54 tokens (   28.97 ms per token,    34.52 tokens per second)
3.18.505.216 I slot print_timing: id  0 | task 186 |        eval time =     592.39 ms /    12 tokens (   53.85 ms per token,    18.57 tokens per second)
3.18.505.216 I slot print_timing: id  0 | task 186 |       total time =    2156.89 ms /    66 tokens
3.18.505.217 I slot print_timing: id  0 | task 186 |    graphs reused =        158
3.18.505.262 I slot      release: id  0 | task 186 | stop processing: n_tokens = 1128, truncated = 0
3.18.511.624 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.965 (> 0.100 thold), f_keep = 0.923
3.18.511.688 I slot launch_slot_: id  0 | task 199 | processing task, is_child = 0
3.20.589.109 I slot print_timing: id  0 | task 199 | prompt eval time =    1097.43 ms /    38 tokens (   28.88 ms per token,    34.63 tokens per second)
3.20.589.113 I slot print_timing: id  0 | task 199 |        eval time =     979.98 ms /    17 tokens (   61.25 ms per token,    16.33 tokens per second)
3.20.589.113 I slot print_timing: id  0 | task 199 |       total time =    2077.41 ms /    55 tokens
3.20.589.113 I slot print_timing: id  0 | task 199 |    graphs reused =        173
3.20.589.155 I slot      release: id  0 | task 199 | stop processing: n_tokens = 1095, truncated = 0
3.20.595.172 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.953 (> 0.100 thold), f_keep = 1.000
3.20.595.233 I slot launch_slot_: id  0 | task 217 | processing task, is_child = 0
3.22.688.207 I slot print_timing: id  0 | task 217 | prompt eval time =    1524.68 ms /    54 tokens (   28.23 ms per token,    35.42 tokens per second)
3.22.688.211 I slot print_timing: id  0 | task 217 |        eval time =     568.28 ms /    12 tokens (   51.66 ms per token,    19.36 tokens per second)
3.22.688.220 I slot print_timing: id  0 | task 217 |       total time =    2092.97 ms /    66 tokens
3.22.688.221 I slot print_timing: id  0 | task 217 |    graphs reused =        183
3.22.688.265 I slot      release: id  0 | task 217 | stop processing: n_tokens = 1160, truncated = 0
3.22.695.821 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.155 (> 0.100 thold), f_keep = 0.107
3.22.722.114 I slot launch_slot_: id  0 | task 230 | processing task, is_child = 0
3.28.309.722 I slot print_timing: id  0 | task 230 | prompt eval time =    4537.59 ms /   153 tokens (   29.66 ms per token,    33.72 tokens per second)
3.28.309.727 I slot print_timing: id  0 | task 230 |        eval time =    1050.01 ms /    20 tokens (   55.26 ms per token,    18.10 tokens per second)
3.28.309.727 I slot print_timing: id  0 | task 230 |       total time =    5587.59 ms /   173 tokens
3.28.309.727 I slot print_timing: id  0 | task 230 |    graphs reused =        201
3.28.309.801 I slot      release: id  0 | task 230 | stop processing: n_tokens = 818, truncated = 0
3.28.315.484 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.938 (> 0.100 thold), f_keep = 1.000
3.28.315.558 I slot launch_slot_: id  0 | task 251 | processing task, is_child = 0
3.30.504.206 I slot print_timing: id  0 | task 251 | prompt eval time =    1562.60 ms /    54 tokens (   28.94 ms per token,    34.56 tokens per second)
3.30.504.209 I slot print_timing: id  0 | task 251 |        eval time =     626.04 ms /    12 tokens (   56.91 ms per token,    17.57 tokens per second)
3.30.504.209 I slot print_timing: id  0 | task 251 |       total time =    2188.64 ms /    66 tokens
3.30.504.210 I slot print_timing: id  0 | task 251 |    graphs reused =        211
3.30.504.247 I slot      release: id  0 | task 251 | stop processing: n_tokens = 883, truncated = 0
3.30.510.651 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.140
3.30.521.588 I slot launch_slot_: id  0 | task 264 | processing task, is_child = 0
3.47.926.400 I slot print_timing: id  0 | task 264 | prompt eval time =   16556.97 ms /   572 tokens (   28.95 ms per token,    34.55 tokens per second)
3.47.926.403 I slot print_timing: id  0 | task 264 |        eval time =     847.78 ms /    17 tokens (   52.99 ms per token,    18.87 tokens per second)
3.47.926.403 I slot print_timing: id  0 | task 264 |       total time =   17404.75 ms /   589 tokens
3.47.926.404 I slot print_timing: id  0 | task 264 |    graphs reused =        226
3.47.926.881 I slot      release: id  0 | task 264 | stop processing: n_tokens = 1205, truncated = 0
3.47.939.601 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.957 (> 0.100 thold), f_keep = 1.000
3.47.939.676 I slot launch_slot_: id  0 | task 282 | processing task, is_child = 0
3.50.076.052 I slot print_timing: id  0 | task 282 | prompt eval time =    1552.01 ms /    54 tokens (   28.74 ms per token,    34.79 tokens per second)
3.50.076.057 I slot print_timing: id  0 | task 282 |        eval time =     584.36 ms /    12 tokens (   53.12 ms per token,    18.82 tokens per second)
3.50.076.057 I slot print_timing: id  0 | task 282 |       total time =    2136.36 ms /    66 tokens
3.50.076.057 I slot print_timing: id  0 | task 282 |    graphs reused =        236
3.50.076.128 I slot      release: id  0 | task 282 | stop processing: n_tokens = 1270, truncated = 0
3.50.085.421 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.614 (> 0.100 thold), f_keep = 0.523
3.50.085.478 I slot launch_slot_: id  0 | task 295 | processing task, is_child = 0
4.03.943.894 I slot print_timing: id  0 | task 295 | prompt eval time =   12864.46 ms /   418 tokens (   30.78 ms per token,    32.49 tokens per second)
4.03.943.898 I slot print_timing: id  0 | task 295 |        eval time =     993.91 ms /    17 tokens (   62.12 ms per token,    16.10 tokens per second)
4.03.943.898 I slot print_timing: id  0 | task 295 |       total time =   13858.37 ms /   435 tokens
4.03.943.898 I slot print_timing: id  0 | task 295 |    graphs reused =        251
4.03.944.354 I slot      release: id  0 | task 295 | stop processing: n_tokens = 1098, truncated = 0
4.03.954.886 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.953 (> 0.100 thold), f_keep = 1.000
4.03.954.950 I slot launch_slot_: id  0 | task 313 | processing task, is_child = 0
4.06.095.209 I slot print_timing: id  0 | task 313 | prompt eval time =    1554.83 ms /    54 tokens (   28.79 ms per token,    34.73 tokens per second)
4.06.095.212 I slot print_timing: id  0 | task 313 |        eval time =     585.42 ms /    12 tokens (   53.22 ms per token,    18.79 tokens per second)
4.06.095.212 I slot print_timing: id  0 | task 313 |       total time =    2140.25 ms /    66 tokens
4.06.095.212 I slot print_timing: id  0 | task 313 |    graphs reused =        261
4.06.095.277 I slot      release: id  0 | task 313 | stop processing: n_tokens = 1163, truncated = 0
4.06.101.573 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.133 (> 0.100 thold), f_keep = 0.107
4.06.139.807 I slot launch_slot_: id  0 | task 326 | processing task, is_child = 0
4.15.307.181 I slot print_timing: id  0 | task 326 | prompt eval time =    8305.28 ms /   285 tokens (   29.14 ms per token,    34.32 tokens per second)
4.15.307.184 I slot print_timing: id  0 | task 326 |        eval time =     862.08 ms /    17 tokens (   53.88 ms per token,    18.56 tokens per second)
4.15.307.184 I slot print_timing: id  0 | task 326 |       total time =    9167.36 ms /   302 tokens
4.15.307.185 I slot print_timing: id  0 | task 326 |    graphs reused =        276
4.15.307.318 I slot      release: id  0 | task 326 | stop processing: n_tokens = 947, truncated = 0
4.15.315.279 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.946 (> 0.100 thold), f_keep = 1.000
4.15.315.346 I slot launch_slot_: id  0 | task 344 | processing task, is_child = 0
4.18.961.971 I slot print_timing: id  0 | task 344 | prompt eval time =    1513.59 ms /    54 tokens (   28.03 ms per token,    35.68 tokens per second)
4.18.961.975 I slot print_timing: id  0 | task 344 |        eval time =    2133.03 ms /    42 tokens (   52.03 ms per token,    19.22 tokens per second)
4.18.961.976 I slot print_timing: id  0 | task 344 |       total time =    3646.62 ms /    96 tokens
4.18.961.976 I slot print_timing: id  0 | task 344 |    graphs reused =        315
4.18.962.017 I slot      release: id  0 | task 344 | stop processing: n_tokens = 1042, truncated = 0
4.18.968.173 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.942 (> 0.100 thold), f_keep = 1.000
4.18.968.238 I slot launch_slot_: id  0 | task 387 | processing task, is_child = 0
4.21.713.384 I slot print_timing: id  0 | task 387 | prompt eval time =    2173.98 ms /    64 tokens (   33.97 ms per token,    29.44 tokens per second)
4.21.713.388 I slot print_timing: id  0 | task 387 |        eval time =     571.16 ms /    12 tokens (   51.92 ms per token,    19.26 tokens per second)
4.21.713.388 I slot print_timing: id  0 | task 387 |       total time =    2745.14 ms /    76 tokens
4.21.713.388 I slot print_timing: id  0 | task 387 |    graphs reused =        325
4.21.713.431 I slot      release: id  0 | task 387 | stop processing: n_tokens = 1117, truncated = 0
4.21.721.737 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.113 (> 0.100 thold), f_keep = 0.110
4.21.753.162 I slot launch_slot_: id  0 | task 400 | processing task, is_child = 0
4.37.142.136 I slot print_timing: id  0 | task 400 | prompt eval time =   14252.71 ms /   477 tokens (   29.88 ms per token,    33.47 tokens per second)
4.37.142.140 I slot print_timing: id  0 | task 400 |        eval time =    1136.20 ms /    21 tokens (   56.81 ms per token,    17.60 tokens per second)
4.37.142.152 I slot print_timing: id  0 | task 400 |       total time =   15388.92 ms /   498 tokens
4.37.142.152 I slot print_timing: id  0 | task 400 |    graphs reused =        344
4.37.142.625 I slot      release: id  0 | task 400 | stop processing: n_tokens = 1111, truncated = 0
4.37.153.853 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.954 (> 0.100 thold), f_keep = 1.000
4.37.153.924 I slot launch_slot_: id  0 | task 422 | processing task, is_child = 0
4.39.251.958 I slot print_timing: id  0 | task 422 | prompt eval time =    1523.69 ms /    53 tokens (   28.75 ms per token,    34.78 tokens per second)
4.39.251.961 I slot print_timing: id  0 | task 422 |        eval time =     574.33 ms /    12 tokens (   52.21 ms per token,    19.15 tokens per second)
4.39.251.961 I slot print_timing: id  0 | task 422 |       total time =    2098.02 ms /    65 tokens
4.39.251.961 I slot print_timing: id  0 | task 422 |    graphs reused =        354
4.39.252.001 I slot      release: id  0 | task 422 | stop processing: n_tokens = 1175, truncated = 0
4.39.260.164 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.129 (> 0.100 thold), f_keep = 0.105
4.39.282.195 I slot launch_slot_: id  0 | task 435 | processing task, is_child = 0
4.48.878.338 I slot print_timing: id  0 | task 435 | prompt eval time =    9033.58 ms /   312 tokens (   28.95 ms per token,    34.54 tokens per second)
4.48.878.341 I slot print_timing: id  0 | task 435 |        eval time =     562.54 ms /    12 tokens (   51.14 ms per token,    19.55 tokens per second)
4.48.878.341 I slot print_timing: id  0 | task 435 |       total time =    9596.13 ms /   324 tokens
4.48.878.342 I slot print_timing: id  0 | task 435 |    graphs reused =        364
4.48.878.430 I slot      release: id  0 | task 435 | stop processing: n_tokens = 966, truncated = 0
4.48.884.919 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.480 (> 0.100 thold), f_keep = 0.617
4.48.884.982 I slot launch_slot_: id  0 | task 448 | processing task, is_child = 0
5.09.672.468 I slot print_timing: id  0 | task 448 | prompt eval time =   20173.46 ms /   645 tokens (   31.28 ms per token,    31.97 tokens per second)
5.09.672.472 I slot print_timing: id  0 | task 448 |        eval time =     613.97 ms /    12 tokens (   55.82 ms per token,    17.92 tokens per second)
5.09.672.473 I slot print_timing: id  0 | task 448 |       total time =   20787.43 ms /   657 tokens
5.09.672.473 I slot print_timing: id  0 | task 448 |    graphs reused =        374
5.09.673.232 I slot      release: id  0 | task 448 | stop processing: n_tokens = 1252, truncated = 0
5.09.683.390 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.151 (> 0.100 thold), f_keep = 0.098
5.09.717.407 I slot launch_slot_: id  0 | task 461 | processing task, is_child = 0
5.16.616.662 I slot print_timing: id  0 | task 461 | prompt eval time =    6324.97 ms /   217 tokens (   29.15 ms per token,    34.31 tokens per second)
5.16.616.666 I slot print_timing: id  0 | task 461 |        eval time =     574.27 ms /    12 tokens (   52.21 ms per token,    19.15 tokens per second)
5.16.616.666 I slot print_timing: id  0 | task 461 |       total time =    6899.24 ms /   229 tokens
5.16.616.667 I slot print_timing: id  0 | task 461 |    graphs reused =        384
5.16.616.726 I slot      release: id  0 | task 461 | stop processing: n_tokens = 827, truncated = 0
5.16.625.021 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.103 (> 0.100 thold), f_keep = 0.150
5.16.654.470 I slot launch_slot_: id  0 | task 474 | processing task, is_child = 0
5.33.419.048 I slot print_timing: id  0 | task 474 | prompt eval time =   16191.31 ms /   541 tokens (   29.93 ms per token,    33.41 tokens per second)
5.33.419.051 I slot print_timing: id  0 | task 474 |        eval time =     573.23 ms /    12 tokens (   52.11 ms per token,    19.19 tokens per second)
5.33.419.051 I slot print_timing: id  0 | task 474 |       total time =   16764.54 ms /   553 tokens
5.33.419.052 I slot print_timing: id  0 | task 474 |    graphs reused =        394
5.33.419.283 I slot      release: id  0 | task 474 | stop processing: n_tokens = 1216, truncated = 0
5.33.428.423 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.152 (> 0.100 thold), f_keep = 0.102
5.33.438.388 I slot launch_slot_: id  0 | task 487 | processing task, is_child = 0
5.42.563.964 I slot print_timing: id  0 | task 487 | prompt eval time =    6324.73 ms /   216 tokens (   29.28 ms per token,    34.15 tokens per second)
5.42.563.968 I slot print_timing: id  0 | task 487 |        eval time =    2800.83 ms /    53 tokens (   53.86 ms per token,    18.57 tokens per second)
5.42.563.968 I slot print_timing: id  0 | task 487 |       total time =    9125.56 ms /   269 tokens
5.42.563.968 I slot print_timing: id  0 | task 487 |    graphs reused =        445
5.42.564.036 I slot      release: id  0 | task 487 | stop processing: n_tokens = 867, truncated = 0
5.42.571.722 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.931 (> 0.100 thold), f_keep = 1.000
5.42.571.787 I slot launch_slot_: id  0 | task 541 | processing task, is_child = 0
5.45.266.478 I slot print_timing: id  0 | task 541 | prompt eval time =    2133.56 ms /    64 tokens (   33.34 ms per token,    30.00 tokens per second)
5.45.266.483 I slot print_timing: id  0 | task 541 |        eval time =     561.12 ms /    12 tokens (   51.01 ms per token,    19.60 tokens per second)
5.45.266.483 I slot print_timing: id  0 | task 541 |       total time =    2694.68 ms /    76 tokens
5.45.266.483 I slot print_timing: id  0 | task 541 |    graphs reused =        455
5.45.266.533 I slot      release: id  0 | task 541 | stop processing: n_tokens = 942, truncated = 0
5.45.272.729 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.114 (> 0.100 thold), f_keep = 0.132
5.45.294.117 I slot launch_slot_: id  0 | task 554 | processing task, is_child = 0
6.00.815.959 I slot print_timing: id  0 | task 554 | prompt eval time =   14138.86 ms /   473 tokens (   29.89 ms per token,    33.45 tokens per second)
6.00.815.963 I slot print_timing: id  0 | task 554 |        eval time =    1382.92 ms /    20 tokens (   72.79 ms per token,    13.74 tokens per second)
6.00.815.964 I slot print_timing: id  0 | task 554 |       total time =   15521.79 ms /   493 tokens
6.00.815.964 I slot print_timing: id  0 | task 554 |    graphs reused =        473
6.00.816.426 I slot      release: id  0 | task 554 | stop processing: n_tokens = 1109, truncated = 0
6.00.828.872 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.954 (> 0.100 thold), f_keep = 1.000
6.00.828.941 I slot launch_slot_: id  0 | task 575 | processing task, is_child = 0
